Genome	Mean	Std	Min	Max	Median	Nr_ORF	Upstream	Downstream	Upstream-Downstream	Min_Distance	pPolB	pPolB_distance	Polymerase	Pol_distance
MK387337	-38.09090909090909	37.904676001911916	-108.0	23.0	-32.5	88	72	16	56	1.0	N		-	
NC_048755	-100.96103896103897	68.80773921256196	-186.0	68.0	-121.0	77	67	10	57	1.0	N		-	
SSDU01000019	4.444444444444445	8.394589674455156	-4.0	20.0	1.0	9	4	5	-1	1.0	N		-	
MN582076	-30.583333333333332	22.586715613878486	-62.0	7.0	-34.0	24	21	3	18	2.0	N		-	
NZ_JACHEE010000005	-9.052631578947368	97.61820024662707	-167.0	154.0	-21.5	38	21	17	4	1.0	N		-	
LR796302	10.105263157894736	14.472822940881864	-18.0	40.0	14.0	19	4	15	-11	1.0	N		-	
NZ_CADFFX010000001	228.30701754385964	167.53795732232305	-49.0	504.0	243.0	114	12	102	-90	1.0	N		-	
NZ_JADNGH010000003	-16.324324324324323	79.30391560288096	-159.0	133.0	-16.0	74	41	33	8	2.0	N		-	
NC_055062	5.833333333333333	5.07991688470939	-1.0	13.0	4.5	6	1	5	-4	1.0	N		-	
MN585972	-42.851063829787236	32.42403805125323	-92.0	5.0	-34.0	47	43	4	39	1.0	N		-	
MZGI01000259	0.25	2.5860201081971503	-3.0	4.0	0.0	4	2	2	0	1.0	N		-	
DATMJF010000568	-3.0	1.4142135623730951	-5.0	-1.0	-3.0	5	5	0	5	1.0	N		-	
BK021235	4.2727272727272725	4.749945628222957	-3.0	12.0	5.0	11	3	8	-5	1.0	N		-	
KT997862	-10.0	8.175165645620481	-23.0	8.0	-10.5	12	11	1	10	3.0	N		-	
MK892658	-36.642857142857146	23.383776863632686	-70.0	-1.0	-33.0	28	28	0	28	1.0	N		-	
NZ_CHTU01000005	-126.375	79.80860195761214	-278.0	17.0	-115.0	56	53	3	50	2.0	N		-	
NC_049340	32.23076923076923	86.15456043659947	-137.0	167.0	41.0	65	23	42	-19	4.0	N		-	
NZ_NFUR01000001	399.55828220858893	355.3055558448631	-170.0	994.0	389.0	163	28	135	-107	11.0	N		-	
JAQWED010000001	38.666666666666664	40.56380433615938	-8.0	111.0	22.0	45	8	37	-29	1.0	N		-	
NZ_PNYT01000007	16.70689655172414	50.018275494783474	-98.0	102.0	18.5	58	17	41	-24	1.0	N		-	
NC_009803	55.970588235294116	32.179172378233986	-4.0	102.0	61.0	34	1	33	-32	2.0	N		-	
MK892843	35.0	30.309514457784815	-9.0	79.0	33.0	15	4	11	-7	2.0	N		-	
VBOW01000031	-0.3333333333333333	13.556466271775168	-19.0	21.0	-5.0	9	5	4	1	5.0	N		-	
BK040518	-0.8947368421052632	20.232581168012686	-40.0	28.0	-5.0	19	10	9	1	1.0	N		-	
JAPNUL010000601	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	Y	1.0	phrog_1907	1.0
WBUH01000008	-23.666666666666668	43.53032148846237	-88.0	36.0	-21.0	18	11	7	4	1.0	N		-	
NZ_BAPC01000014	2.0	22.4825858536483	-25.0	47.0	-1.0	15	8	7	1	1.0	N		-	
NZ_CP049740	441.2117202268431	622.2798686665852	-660.0	1526.0	510.0	529	155	374	-219	1.0	N		-	
OR998870	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	Y	1.0	phrog_1907	1.0
NC_016161	-14.59375	19.078553690924792	-43.0	13.0	-10.5	32	22	10	12	1.0	N		-	
MK892833	12.166666666666666	13.532881765865277	-8.0	34.0	12.5	18	5	13	-8	1.0	N		-	
NZ_QUQO01000001	-181.4847645429363	819.4172514899531	-1547.0	1145.0	-186.0	361	198	163	35	1.0	N		-	
LR798243	61.19285714285714	136.36389847068193	-156.0	298.0	55.5	140	57	83	-26	2.0	N		-	
LR796556	-24.6	16.75708805252273	-51.0	4.0	-24.0	25	23	2	21	2.0	N		-	
MW380984	-26.166666666666668	20.967567548213335	-61.0	2.0	-19.5	36	34	2	32	1.0	N		-	
MK500570	13.5	7.0178344238090995	6.0	21.0	13.5	4	0	4	-4	6.0	N		-	
BK014751	-0.375	3.8058343369095824	-8.0	5.0	0.0	8	4	4	0	1.0	N		-	
NZ_CAQHYD010000051	-4.1	3.9610604640676716	-10.0	2.0	-4.0	10	8	2	6	1.0	N		-	
LR594659	-2614.3599458728013	1592.3767422041972	-5359.0	186.0	-2526.0	739	718	21	697	2.0	N		-	
NC_016163	-23.75	90.7417679593083	-190.0	104.0	-3.5	84	44	40	4	1.0	N		-	
JAFRDD010000167	1.375	10.319126658782709	-19.0	14.0	3.0	8	3	5	-2	1.0	N		-	
BK021179	3.3333333333333335	4.8362060428489695	-7.0	10.0	3.5	12	3	9	-6	1.0	N		-	
NZHF01000041	-2.7	3.9	-9.0	3.0	-2.5	10	7	3	4	1.0	N		-	
DRJO01000472	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
LOEU01000025	48.82608695652174	43.27229475523274	-29.0	120.0	43.0	23	2	21	-19	2.0	N		-	
NZ_DFLS01000009	93.76470588235294	88.30413980820173	-26.0	267.0	57.5	68	6	62	-56	1.0	N		-	
DASSUK010000381	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
MK892601	-24.90909090909091	15.023947825537162	-47.0	-2.0	-25.5	22	22	0	22	2.0	N		-	
JBEVXU010000053	14.6	11.976643937263894	2.0	32.0	11.0	5	0	5	-5	2.0	N		-	
NC_055882	-15.657894736842104	28.32079049947645	-67.0	42.0	-19.5	38	28	10	18	3.0	N		-	
JAFONJ010000206	-5.090909090909091	6.934165027463592	-13.0	9.0	-8.0	11	8	3	5	1.0	N		-	
WJON01000149	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
NC_048049	74.45544554455445	57.38656909007719	-42.0	179.0	85.0	101	13	88	-75	1.0	N		-	
BK040195	7.153846153846154	4.720595690020387	-1.0	15.0	7.0	13	1	12	-11	1.0	N		-	
VXRF01000300	3.5	1.5	2.0	5.0	3.5	2	0	2	-2	2.0	N		-	
KT997803	-1.5	6.819090848492928	-16.0	6.0	0.5	8	4	4	0	1.0	N		-	
NZ_SEWF01000068	-8.166666666666666	5.550275268448904	-15.0	3.0	-9.5	6	5	1	4	3.0	N		-	
NZ_JANQBD010000015	-113.61016949152543	73.1772903897434	-209.0	22.0	-129.0	59	53	6	47	4.0	N		-	
NZ_JABFCX010000002	-406.5795918367347	493.88361720005344	-1300.0	337.0	-347.0	245	177	68	109	1.0	N		-	
LR796270	92.72727272727273	67.9246192677073	-21.0	188.0	102.0	99	13	86	-73	1.0	N		-	
JABJNM010000076	1.5	0.5	1.0	2.0	1.5	2	0	2	-2	1.0	N		-	
PBQC01000014	6.2727272727272725	7.148946636850001	-3.0	21.0	7.0	11	3	8	-5	1.0	N		-	
RGCF01000015	-11.80952380952381	13.47879833424135	-41.0	4.0	-8.0	21	17	4	13	1.0	N		-	
JACCAU010000001	-231.5064935064935	2192.1961082119237	-3856.0	3697.0	-186.0	1078	567	511	56	1.0	N		-	
SSGX01000010	19.5	16.30537900863959	-5.0	66.0	17.5	26	3	23	-20	1.0	N		-	
DURM01000027	3.5	11.5	-12.0	20.0	2.5	8	3	5	-2	2.0	N		-	
OR003938	91.6195652173913	79.11945322151709	-47.0	208.0	123.5	92	25	67	-42	1.0	N		-	
JAFWHK010000015	-5.0	6.237715199421252	-14.0	5.0	-6.0	11	8	3	5	1.0	N		-	
NZ_CP030771	273.6845476381105	2391.7403811890254	-3896.0	4376.0	127.0	1249	590	659	-69	1.0	N		-	
BK016182	176.34426229508196	73.4034182537914	-6.0	308.0	162.0	61	3	58	-55	1.0	N		-	
NZRF01000219	-5.25	11.665654718017331	-27.0	11.0	-4.5	20	12	8	4	1.0	N		-	
MN856111	-1.8	1.7204650534085253	-4.0	1.0	-2.0	5	4	1	3	1.0	N		-	
NC_070962	-92.13178294573643	72.99446510236783	-207.0	56.0	-104.0	129	112	17	95	1.0	N		-	
JALNYV010000002	113.37142857142857	88.66579918761367	-25.0	238.0	135.0	105	14	91	-77	1.0	N		-	
MN855785	-4.9	4.482186966202994	-13.0	2.0	-4.5	10	8	2	6	1.0	N		-	
JABDMT010000092	5.0	0.0	5.0	5.0	5.0	1	0	1	-1	5.0	N		-	
NZ_SHKW01000001	-123.58659217877096	1492.4379082895073	-2639.0	2379.0	-167.0	716	369	347	22	3.0	N		-	
CP050848	2258.1251664447404	1645.7718502276684	-836.0	4817.0	2374.0	751	136	615	-479	4.0	N		-	
MN940411	101.63095238095238	80.49752728558171	-9.0	214.0	94.0	84	8	76	-68	1.0	N		-	
NZ_BCMH01000012	-24.408163265306122	28.245944890352927	-75.0	27.0	-29.0	49	36	13	23	1.0	N		-	
JABDMG010000039	-5.125	3.9191038516477206	-11.0	1.0	-5.5	8	7	1	6	1.0	N		-	
JAGBUI010000333	-2.75	2.8613807855648994	-6.0	1.0	-3.0	4	3	1	2	1.0	N		-	
LR797252	-206.35570469798657	190.12850030579384	-564.0	66.0	-154.0	149	131	18	113	2.0	N		-	
BK020549	6.538461538461538	5.9175798667436625	-3.0	16.0	5.0	13	2	11	-9	1.0	N		-	
QMRG01000020	18.0	3.559026084010437	13.0	21.0	20.0	3	0	3	-3	13.0	N		-	
CM024913	-152.625	479.3321083437721	-838.0	769.0	-211.5	56	37	19	18	13.0	N		-	
MG592535	3.3636363636363638	17.816944916870536	-22.0	37.0	-1.0	33	17	16	1	1.0	N		-	
NC_020845	15.92156862745098	66.17218867773798	-97.0	115.0	15.5	102	41	61	-20	1.0	N		-	
NC_002501	4.0	5.0	-1.0	9.0	4.0	2	1	1	0	1.0	N		-	
QMRS01000249	2.0	0.0	2.0	2.0	2.0	1	0	1	-1	2.0	N		-	
JBAZJX010000323	-1.0	1.632993161855452	-3.0	1.0	-1.0	3	2	1	1	1.0	N		-	
NZ_JQCB01000003	-77.88709677419355	63.19557580439234	-175.0	14.0	-73.5	62	55	7	48	1.0	N		-	
NZ_BDME01000002	-2.8902439024390243	141.10228136801186	-248.0	233.0	-1.5	82	42	40	2	1.0	N		-	
MK892552	-16.2	12.209013064126026	-38.0	8.0	-15.5	20	19	1	18	1.0	N		-	
LR796246	-4.777777777777778	18.91077163815949	-30.0	24.0	-9.0	18	10	8	2	3.0	N		-	
RFVT01000113	-0.8	2.1354156504062622	-4.0	2.0	-1.0	5	3	2	1	1.0	N		-	
PAZU01000056	2.5517241379310347	11.526838867127783	-17.0	24.0	2.0	29	13	16	-3	1.0	N		-	
MK774614	99.75	69.49662761602177	-29.0	203.0	89.5	64	5	59	-54	4.0	N		-	
JAAXKO010000102	-4.090909090909091	3.8483655433666772	-11.0	2.0	-4.0	11	9	2	7	1.0	N		-	
DMHR01001325	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
DUBF01000183	-2.4285714285714284	3.0169588688489823	-7.0	2.0	-3.0	7	5	2	3	1.0	N		-	
NC_041997	79.6987951807229	61.11272123988254	-41.0	206.0	68.0	83	8	75	-67	1.0	N		-	
NZAU01000044	1.5	2.6299556396765835	-2.0	6.0	1.5	6	2	4	-2	1.0	N		-	
ABXP02000122	-23.333333333333332	28.52289528704187	-44.0	17.0	-43.0	3	2	1	1	17.0	N		-	
NZ_FNKQ01000006	-66.95652173913044	42.47298707861224	-129.0	18.0	-74.0	23	20	3	17	6.0	N		-	
MN830296	18.393939393939394	136.07104637004431	-215.0	231.0	-5.0	33	17	16	1	5.0	N		-	
NC_012121	412.7084148727984	683.9783495758367	-722.0	1667.0	380.0	511	179	332	-153	3.0	N		-	
JAGCXD010000163	9.142857142857142	4.356557337707688	2.0	15.0	8.0	7	0	7	-7	2.0	N		-	
NZ_NZMR01000065	2.9	3.9610604640676716	-3.0	9.0	3.0	10	3	7	-4	1.0	N		-	
DNUT01000279	-0.6	1.8547236990991407	-3.0	2.0	-1.0	5	3	2	1	1.0	N		-	
AP013912	4.9	5.664803615307418	-8.0	12.0	5.5	10	2	8	-6	1.0	N		-	
MK500505	3.5	1.5	2.0	5.0	3.5	2	0	2	-2	2.0	N		-	
NC_048797	-86.94791666666667	54.69829556143765	-172.0	55.0	-96.5	96	86	10	76	2.0	N		-	
NZ_JACGXN010000011	-53.94117647058823	27.79435107278264	-98.0	-7.0	-59.0	17	17	0	17	7.0	N		-	
NC_041881	-28.09090909090909	50.476735497120664	-136.0	61.0	-32.0	99	68	31	37	1.0	N		-	
NZ_CABVDY010000072	3.4	4.454211490264018	-3.0	11.0	3.5	10	3	7	-4	1.0	N		-	
JACDEF010000007	-5.0	3.0	-8.0	-2.0	-5.0	2	2	0	2	2.0	N		-	
NZZP01000035	4.0	3.116774889895918	-1.0	8.0	5.0	7	1	6	-5	1.0	N		-	
NC_014637	-222.82142857142858	155.7024528597113	-493.0	23.0	-178.5	56	53	3	50	1.0	N		-	
NC_021330	-4.242424242424242	32.268786215474826	-65.0	59.0	-5.0	33	20	13	7	1.0	N		-	
KT997852	-16.818181818181817	13.78284956562903	-34.0	7.0	-17.0	11	9	2	7	4.0	N		-	
NHCW01000174	-5.75	5.818433351570392	-16.0	4.0	-5.5	12	10	2	8	1.0	N		-	
LR796608	1.0909090909090908	13.691102256273437	-22.0	22.0	3.5	22	10	12	-2	1.0	N		-	
LR796815	-85.9375	59.490162439544015	-186.0	9.0	-88.0	96	88	8	80	1.0	N		-	
JACNJA010000491	-3.625	4.02919036532155	-10.0	2.0	-3.5	8	6	2	4	1.0	N		-	
MT682706	-8.736842105263158	15.037994355572392	-33.0	18.0	-11.5	38	26	12	14	1.0	N		-	
QOAJ01000020	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
NZ_JBHSYT010000001	100.18648018648018	884.759584483094	-1494.0	1564.0	158.0	429	194	235	-41	6.0	N		-	
NZ_GG770778	343.7967479674797	217.50095633280432	-2.0	737.0	317.0	123	1	122	-121	1.0	N		-	
LR797193	-32.41935483870968	26.571600402889995	-88.0	4.0	-27.0	31	28	3	25	2.0	N		-	
JACNHO010000029	8.952380952380953	10.421937442018711	-8.0	26.0	7.0	21	5	16	-11	1.0	N		-	
MT701589	-20.071428571428573	12.944741269357694	-45.0	-1.0	-17.5	28	28	0	28	1.0	N		-	
BK054917	-6.0	3.559026084010437	-13.0	-1.0	-6.0	9	9	0	9	1.0	N		-	
QMNQ01000018	-3.8	4.955804677345546	-10.0	3.0	-2.0	5	4	1	3	1.0	N		-	
NC_047746	0.38461538461538464	13.731146299498263	-18.0	25.0	-3.5	26	16	10	6	1.0	N		-	
NC_005360	-4.666666666666667	10.44137070610091	-19.0	12.0	-8.0	15	10	5	5	2.0	N		-	
NZ_CP009044	44.6	50.34620144559071	-37.0	110.0	61.5	20	7	13	-6	3.0	N		-	
NZER01000157	-11.625	13.480889251084292	-29.0	5.0	-10.5	8	5	3	2	1.0	N		-	
QMYQ01000066	-2.0	0.816496580927726	-3.0	-1.0	-2.0	3	3	0	3	1.0	N		-	
NC_018270	18.72222222222222	11.92944795013842	1.0	40.0	18.5	18	0	18	-18	1.0	N		-	
PAKA01000003	-3.6363636363636362	4.597879496873379	-11.0	3.0	-3.0	11	8	3	5	1.0	N		-	
NZ_BSSZ01000013	-6.388888888888889	23.226275563318584	-49.0	20.0	1.5	18	8	10	-2	1.0	N		-	
JAGCKX010000186	-8.071428571428571	5.174998767622844	-16.0	1.0	-8.5	14	13	1	12	1.0	N		-	
JAGCAQ010000439	-5.0	3.5355339059327378	-8.0	1.0	-6.5	4	3	1	2	1.0	N		-	
NZ_JOPB01000010	-2.375	12.267207302397722	-20.0	23.0	-4.5	8	5	3	2	1.0	N		-	
NZ_WUUT01000007	-1.0833333333333333	37.48546014419754	-74.0	49.0	10.0	24	11	13	-2	1.0	N		-	
KJ019146	153.02459016393442	80.68400852330907	-2.0	281.0	156.5	122	2	120	-118	1.0	N		-	
BK055294	-6.416666666666667	5.453719423985392	-15.0	2.0	-7.5	12	10	2	8	1.0	N		-	
QMWM01000040	-3.5	0.5	-4.0	-3.0	-3.5	2	2	0	2	3.0	N		-	
LR796235	101.1590909090909	112.83564942424773	-72.0	300.0	79.0	88	20	68	-48	1.0	N		-	
BK040862	8.6	13.514436725220923	-19.0	27.0	10.5	10	2	8	-6	1.0	N		-	
NC_005830	2.5714285714285716	8.829449794492826	-9.0	18.0	2.0	7	3	4	-1	2.0	N		-	
NYWG01000192	-2.235294117647059	9.421685947322029	-21.0	11.0	-1.0	17	9	8	1	1.0	N		-	
MK892565	1.694915254237288	32.19130013922761	-96.0	68.0	3.0	59	27	32	-5	1.0	N		-	
BK018185	8.363636363636363	6.0943002771252255	-2.0	19.0	7.0	11	1	10	-9	1.0	N		-	
LR796938	-17.866666666666667	18.604181131013412	-51.0	11.0	-17.0	15	12	3	9	1.0	N		-	
QFQY01000018	-24.666666666666668	13.912424503139471	-50.0	-1.0	-21.0	12	12	0	12	1.0	N		-	
LR796496	1.0	28.567421321771587	-42.0	57.0	-2.0	41	22	19	3	1.0	N		-	
NZ_CP058555	634.1453104359313	1539.732433143771	-1950.0	3288.0	560.0	757	308	449	-141	5.0	N		-	
JANZZV010000010	-33.18181818181818	16.067008443720272	-55.0	-6.0	-35.0	11	11	0	11	6.0	N		-	
NZ_CP009574	610.9511494252873	863.3542881829951	-666.0	1917.0	808.0	348	150	198	-48	8.0	N		-	
NZ_JBEPMH010000001	-369.8772727272727	410.6725065855873	-1073.0	309.0	-345.0	220	174	46	128	2.0	N		-	
MT197175	-20.12	13.868871619565883	-48.0	-1.0	-17.0	25	25	0	25	1.0	N		phrog_9556	-38.0
NZ_JBHTFF010000005	-156.59036144578315	139.9586889260308	-395.0	86.0	-156.0	83	69	14	55	4.0	N		-	
JX997176	23.74576271186441	95.02784484352316	-135.0	178.0	28.0	59	23	36	-13	1.0	N		-	
NZ_CP063849	-0.8445714285714285	2134.7400845099123	-3830.0	3611.0	77.0	875	425	450	-25	2.0	N		-	
NZ_RQGC01000009	-17.823529411764707	16.849630102826477	-49.0	6.0	-11.0	17	14	3	11	1.0	N		-	
PARD01000025	-49.46511627906977	64.11539336888563	-146.0	44.0	-31.0	86	61	25	36	1.0	N		-	
RHBQ01000476	2.0	0.816496580927726	1.0	3.0	2.0	3	0	3	-3	1.0	N		-	
NZ_CABMJI010000018	-96.06976744186046	84.07344390301469	-209.0	36.0	-103.0	43	35	8	27	1.0	N		-	
NZ_JH414596	80.91666666666667	70.23891343349112	-52.0	224.0	87.0	84	13	71	-58	3.0	N		-	
ON381767	6.222222222222222	4.340449996583247	-1.0	13.0	6.0	9	1	8	-7	1.0	N		-	
LR796418	-39.88	61.649214106912986	-161.0	71.0	-33.5	50	35	15	20	2.0	N		-	
BK043741	-3.727272727272727	5.5447093389006925	-11.0	7.0	-5.0	11	8	3	5	1.0	N		-	
BPIR01000003	154.4	187.64138669280825	-141.0	460.0	187.0	80	23	57	-34	1.0	N		-	
NZ_CP050301	-1237.9476190476191	1096.5000360247452	-3049.0	627.0	-1248.5	630	510	120	390	1.0	N		-	
NZAS01000120	-0.875	3.1399641717701177	-5.0	5.0	-1.5	8	5	3	2	1.0	N		-	
QMYO01000107	-0.5	4.153311931459037	-5.0	5.0	-1.0	4	2	2	0	2.0	N		-	
MK892844	35.36363636363637	29.386472028673516	-24.0	71.0	42.0	33	7	26	-19	3.0	N		-	
NZ_NXLX01000013	-12.333333333333334	11.01766258735894	-29.0	3.0	-11.5	12	10	2	8	2.0	N		-	
NZ_RYYR01000002	-30.093333333333334	52.443028982781776	-133.0	78.0	-29.0	75	53	22	31	2.0	N		-	
JAGCWO010000565	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
NC_048792	-32.89411764705882	87.79414740368003	-197.0	140.0	-44.0	85	60	25	35	2.0	N		-	
NZ_LIIN01000152	-3.0	0.0	-3.0	-3.0	-3.0	1	1	0	1	3.0	N		-	
BK028724	6.888888888888889	3.9845380171202467	1.0	13.0	6.0	9	0	9	-9	1.0	N		-	
BK032006	-8.333333333333334	3.7712361663282534	-14.0	-1.0	-9.0	9	9	0	9	1.0	N		-	
NZ_LMFL01000006	-18.375	11.444840540610429	-37.0	-1.0	-15.0	8	8	0	8	1.0	N		-	
MK892597	-3.8	14.818906842274163	-29.0	20.0	-4.0	25	15	10	5	1.0	N		-	
NCHW01000313	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
MK892627	45.05882352941177	27.36565169575839	-14.0	89.0	45.5	34	5	29	-24	1.0	N		-	
CM035716	458.42528735632186	878.0288350746907	-1222.0	1998.0	430.0	87	26	61	-35	2.0	N		-	
JAGCAQ010000350	-8.5	7.22841614740048	-16.0	2.0	-12.5	8	6	2	4	1.0	N		-	
PBLU01000011	3.909090909090909	5.264884449298275	-4.0	13.0	3.0	11	3	8	-5	1.0	N		-	
NZ_JAQTPQ010000267	1.3333333333333333	1.699673171197595	-1.0	3.0	2.0	3	1	2	-1	1.0	N		-	
